student_id,age,country_region,device_type,education_background,course_level,course_category,course_start_date,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score
702687,16,Europe,Mobile,WorkingPro,Beginner,Marketing,2024-10-06,40,17,5.4,22,6,2,1,68.4,0.865,0,73.6
702688,29,Americas,Laptop,Undergrad,Intermediate,Business,2024-02-09,6,13,,13,10,2,2,95.2,0.838,0,69.2
702689,23,Asia,Mobile,WorkingPro,Intermediate,Data,2024-05-14,20,26,17.8,8,6,7,2,62.1,0.875,1,94.3
702690,21,Europe,Mobile,Graduate,Intermediate,Data,2024-10-05,40,16,14.2,19,6,2,2,62.7,0.855,0,57.8
702691,23,Americas,Tablet,Undergrad,Beginner,Data,2024-09-19,38,29,23.4,33,5,4,2,68.1,0.811,1,95.1
702692,29,Africa,Mobile,Undergrad,Intermediate,Programming,2024-11-11,46,25,23.1,19,4,4,2,69.6,0.93,1,80.4
702693,16,Africa,Laptop,HighSchool,Beginner,Data,2024-09-23,39,19,24.9,24,9,2,5,55.9,0.927,0,58.8
702694,27,Asia,Laptop,HighSchool,Beginner,Business,2024-10-03,40,6,8.3,0,0,2,0,62.6,0.877,0,80.3
702695,26,Asia,Laptop,Undergrad,Beginner,Data,2024-10-06,40,50,31.2,101,5,6,1,53.8,1,1,100
702696,17,Asia,Mobile,Undergrad,Advanced,Programming,2024-06-17,25,22,8.9,25,9,1,1,54.5,0.703,0,56.4
702697,19,Asia,Mobile,Undergrad,Intermediate,Data,2024-07-28,30,39,15.3,54,4,3,1,93.5,0.946,1,79.9
702698,24,Asia,Mobile,Undergrad,Beginner,Data,2024-06-06,23,27,34.5,14,8,1,1,81.6,0.902,0,84.9
702699,25,Europe,Mobile,Undergrad,Advanced,Marketing,2024-09-02,36,21,7.4,22,8,3,1,67.2,0.679,0,54.8
702700,27,Europe,Mobile,HighSchool,Intermediate,Marketing,2024-02-07,6,9,22.4,4,4,4,1,55.1,0.711,1,66.1
702701,27,Americas,Laptop,Undergrad,Advanced,Business,2024-11-28,48,10,3.2,9,3,2,1,69.3,0.844,1,82.9
702702,28,Africa,Mobile,Undergrad,Intermediate,Programming,2024-06-26,26,5,19.2,7,2,4,2,71.1,0.651,0,80
702703,20,Asia,Mobile,Undergrad,Beginner,Programming,2024-04-29,18,24,33.1,19,5,3,1,64.6,0.953,1,81.6
702704,24,Asia,Laptop,HighSchool,Intermediate,Programming,2024-03-03,9,11,17,22,6,1,0,53.1,0.988,0,44.7
702705,24,Americas,Mobile,Undergrad,Beginner,Programming,2024-03-08,10,11,34.9,4,4,8,1,77.4,0.949,1,88
702706,20,Africa,Tablet,WorkingPro,Beginner,Business,2024-08-08,32,20,32.6,16,4,5,1,86.3,0.855,1,97.1
702707,31,Americas,Mobile,Undergrad,Beginner,Business,2024-01-14,2,21,14.4,21,6,2,1,76.7,0.746,1,77.3
702708,27,Americas,Tablet,Graduate,Advanced,Marketing,2024-02-21,8,20,10.4,32,4,1,2,55.4,0.921,1,83
702709,26,Americas,Mobile,HighSchool,Advanced,Data,2024-07-24,30,9,26.1,12,6,3,2,77.8,0.798,1,93
702710,16,Asia,Mobile,HighSchool,Beginner,Programming,2024-04-14,15,26,14.7,47,5,2,0,79.8,0.868,0,74
702711,26,Africa,Mobile,Undergrad,Intermediate,Marketing,2024-04-23,17,6,4.4,14,7,4,0,58.5,0.969,0,74.2
702712,22,Asia,Mobile,Graduate,Beginner,Programming,2024-05-22,21,10,,10,6,4,2,72.9,0.77,0,68
702713,27,Asia,Laptop,Undergrad,Intermediate,Programming,2024-03-02,9,21,4.9,23,8,1,3,,0.835,0,67.1
702714,34,Asia,Mobile,WorkingPro,Intermediate,Design,2024-06-14,24,9,14.3,14,10,6,4,73.6,0.999,1,86.1
702715,26,Asia,Laptop,WorkingPro,Advanced,Business,2024-06-01,22,13,31.2,20,6,5,3,81.3,0.837,1,100
702716,22,Americas,Laptop,Undergrad,Beginner,Programming,2024-09-15,37,34,5.8,40,8,1,3,81.1,0.991,0,80.4
702717,19,Asia,Mobile,HighSchool,Beginner,Data,2024-03-17,11,11,6.8,3,8,3,0,51.2,0.913,0,55.7
702718,32,Americas,Tablet,Undergrad,Beginner,Data,2024-12-11,50,16,7.4,24,10,4,3,93.2,1,1,100
702719,16,Africa,Laptop,Undergrad,Beginner,Data,2024-07-01,27,15,20.1,24,7,4,3,52.3,0.857,0,64.6
702720,17,Americas,Laptop,Undergrad,Beginner,Marketing,2024-11-20,47,30,27.5,35,11,3,2,64.4,0.944,1,83.3
702721,16,Europe,Mobile,Undergrad,Beginner,Data,2024-05-14,20,29,20.5,31,7,4,2,49,0.785,0,58.6
702722,22,Africa,Laptop,Undergrad,Intermediate,Marketing,2024-09-30,40,11,2.4,10,10,4,5,75.5,0.735,0,63.7
702723,23,Asia,Mobile,Undergrad,Beginner,Programming,2024-10-12,41,6,36.4,29,5,10,3,71.4,0.881,0,88.6
702724,17,Asia,Mobile,HighSchool,Beginner,Data,2024-02-20,8,45,40.5,55,5,6,5,68.8,,1,86.1
702725,23,Asia,Mobile,WorkingPro,Advanced,Marketing,2024-04-20,16,23,34.2,44,9,5,2,50.6,0.899,0,65.7
702726,35,Europe,Laptop,WorkingPro,Beginner,Programming,2024-07-07,27,2,,2,7,6,0,74.1,0.987,1,86.7
702727,24,Asia,Tablet,Undergrad,Beginner,Programming,2024-12-29,52,31,9.5,29,13,2,2,50.1,,0,70.4
702728,20,Asia,Mobile,HighSchool,Advanced,Data,2024-12-11,50,25,13,45,6,4,1,58.4,0.707,0,70.1
702729,26,Americas,Laptop,Undergrad,Intermediate,Programming,2024-02-21,8,13,24.1,13,2,6,1,75,0.835,0,78.5
702730,30,Asia,Mobile,WorkingPro,Beginner,Design,2024-01-25,4,32,22.5,40,8,4,1,64,0.826,1,88.1
702731,20,Asia,Laptop,Undergrad,Beginner,Data,2024-03-09,10,9,43.9,14,5,6,2,85.7,0.586,0,76.3
702732,33,Europe,Mobile,HighSchool,Intermediate,Marketing,2024-03-08,10,15,8.8,12,11,6,1,75.9,0.973,0,70.2
702733,25,Europe,Mobile,HighSchool,Intermediate,Data,2024-02-15,7,6,,5,6,6,0,63.7,0.858,0,55.3
702734,33,Europe,Tablet,WorkingPro,Beginner,Programming,2024-03-26,13,33,7.2,49,12,5,1,60,0.745,0,71.1
702735,29,Asia,Mobile,WorkingPro,Intermediate,Business,2024-09-09,37,39,8.8,49,5,4,0,82.6,0.854,0,81.1
702736,16,Europe,Laptop,Graduate,Intermediate,Business,2024-09-03,36,13,13.2,38,6,2,1,86.9,0.955,0,80.8
702737,27,Africa,Mobile,Graduate,Beginner,Programming,2024-01-13,2,29,14.2,37,7,1,2,36.5,0.862,0,52.4
702738,25,Europe,Mobile,Undergrad,Intermediate,Data,2024-06-19,25,28,6.7,51,3,4,0,56.7,0.996,0,73.1
702739,30,Asia,Mobile,Undergrad,Intermediate,Programming,2024-08-16,33,26,4.1,34,9,5,1,75.5,0.885,0,68.6
702740,19,Asia,Mobile,Graduate,Beginner,Business,2024-05-01,18,33,24.5,52,7,3,2,76.5,1,1,98.2
702741,16,Europe,Tablet,Undergrad,Intermediate,Data,2024-10-23,43,11,9.4,18,6,4,3,89.9,0.842,1,81.1
702742,16,Asia,Laptop,Graduate,Intermediate,Programming,2024-05-24,21,27,7,37,5,4,1,73.9,1,1,89.6
702743,31,Europe,Mobile,Undergrad,Intermediate,Programming,2024-01-26,4,35,14.5,67,7,3,3,87.8,1,0,75.8
702744,33,Americas,Mobile,Undergrad,Beginner,Marketing,2024-06-23,25,4,30.5,0,8,8,0,57.2,0.859,0,69.6
702745,31,Americas,Mobile,HighSchool,Beginner,Business,2024-05-14,20,31,34.5,30,11,6,0,64.3,0.73,1,79.3
702746,30,Americas,Mobile,Undergrad,Beginner,Programming,2024-03-11,11,36,10.8,67,6,4,1,57,0.883,1,78.2
702747,25,Americas,Laptop,Undergrad,Beginner,Business,2024-07-16,29,38,7.5,74,9,2,3,66.6,0.928,1,85.4
702748,29,Asia,Mobile,HighSchool,Beginner,Design,2024-10-29,44,27,35.5,28,9,4,2,65.6,0.908,1,78.7
702749,19,Europe,Mobile,Graduate,Beginner,Programming,2024-07-11,28,15,27.6,26,10,5,1,71,0.593,0,68.3
702750,22,Asia,Mobile,WorkingPro,Beginner,Programming,2024-09-18,38,9,22.9,12,4,3,3,71.8,0.92,0,85.7
702751,30,Americas,Mobile,Undergrad,Beginner,Data,2024-09-16,38,26,11.1,29,12,3,2,49.7,0.781,0,64.2
702752,26,Americas,Laptop,Undergrad,Advanced,Marketing,2024-04-24,17,12,2.8,8,11,11,1,50.5,0.843,0,46
702753,22,Americas,Laptop,Undergrad,Intermediate,Data,2024-01-04,1,15,19.4,19,7,8,0,54.9,1,0,60.6
702754,25,Asia,Mobile,Undergrad,Beginner,Business,2024-02-16,7,10,25.2,15,6,3,3,62.4,,1,82.3
702755,21,Asia,Mobile,Undergrad,Beginner,Design,2024-03-23,12,13,20.3,19,3,3,1,84.7,0.803,1,96.7
702756,27,Asia,Mobile,WorkingPro,Beginner,Data,2024-09-12,37,21,27.9,22,12,3,3,58.8,0.897,0,73.2
702757,22,Asia,Laptop,Graduate,Beginner,Business,2024-07-08,28,31,12.8,33,8,2,2,78.6,0.924,1,81.3
702758,38,Europe,Mobile,Undergrad,Intermediate,Design,2024-09-08,36,10,31.4,27,5,4,2,63.5,0.835,0,74.7
702759,17,Asia,Mobile,Graduate,Intermediate,Business,2024-07-03,27,31,4.3,55,12,9,0,82.7,0.694,0,77.7
702760,24,Americas,Laptop,Undergrad,Advanced,Business,2024-01-10,2,3,22,0,5,1,1,42.5,0.811,0,43.3
702761,22,Asia,Mobile,WorkingPro,Intermediate,Data,2024-03-02,9,9,6.7,4,6,3,0,57.7,0.632,0,53.4
702762,25,Americas,Laptop,Graduate,Intermediate,Programming,2024-04-19,16,25,14.5,31,8,6,2,72.4,0.834,0,73.2
702763,16,Africa,Mobile,Undergrad,Intermediate,Business,2024-06-28,26,15,17.6,24,7,7,3,80.9,0.65,0,90.3
702764,22,Asia,Laptop,WorkingPro,Beginner,Design,2024-05-20,21,9,13.9,30,9,4,1,56.1,0.754,0,49.3
702765,29,Asia,Mobile,Graduate,Beginner,Data,2024-04-04,14,5,30.4,11,4,4,1,64.8,0.809,0,60
702766,16,Asia,Mobile,HighSchool,Intermediate,Design,2024-11-26,48,19,41.4,20,6,3,1,67.9,0.788,0,79.4
702767,21,Asia,Tablet,HighSchool,Beginner,Marketing,2024-06-10,24,19,14.3,31,10,3,1,80.7,1,1,76.3
702768,26,Americas,Mobile,Undergrad,Beginner,Data,2024-01-18,3,18,8.3,33,4,1,2,52.6,0.768,0,64.4
702769,19,Asia,Mobile,HighSchool,Intermediate,Business,2024-03-30,13,11,6.3,0,6,4,2,85.6,0.932,1,76
702770,38,Asia,Tablet,Undergrad,Intermediate,Business,2024-01-13,2,9,4.4,27,10,5,2,75.3,0.712,0,79.3
702771,19,Asia,Mobile,WorkingPro,Intermediate,Data,2024-03-31,13,9,30,11,4,4,3,86.6,0.674,0,84.3
702772,31,Africa,Mobile,Graduate,Beginner,Data,2024-04-27,17,23,40.3,25,8,5,1,59.5,0.944,1,89.5
702773,16,Asia,Laptop,WorkingPro,Intermediate,Programming,2024-06-14,24,20,30.7,20,6,6,2,93.7,0.748,0,94.2
702774,18,Americas,Mobile,Undergrad,Intermediate,Data,2024-07-02,27,28,16,48,5,1,0,66.4,0.879,0,67.2
702775,16,Asia,Laptop,Graduate,Advanced,Business,2024-11-20,47,16,34.6,15,4,5,1,80.1,0.734,0,80
702776,17,Europe,Mobile,Graduate,Beginner,Business,2024-07-18,29,39,11.7,59,7,3,1,96.1,0.942,1,93.5
702777,28,Africa,Mobile,Graduate,Intermediate,Data,2024-05-21,21,7,24.6,10,4,3,2,47.1,0.794,0,63.9
702778,29,Asia,Laptop,Graduate,Beginner,Business,2024-03-28,13,2,10.2,8,1,1,2,75.8,0.899,0,79.2
702779,20,Asia,Laptop,Graduate,Beginner,Programming,2024-08-25,34,11,12.1,20,5,2,2,60.3,0.714,1,78.4
702780,21,Europe,Mobile,HighSchool,Intermediate,Programming,2024-04-01,14,12,6.8,0,13,6,3,66.2,0.818,0,61.7
702781,20,Africa,Mobile,Undergrad,Beginner,Programming,2024-04-13,15,22,17.1,32,9,6,0,71.9,0.88,1,81.3
702782,16,Europe,Mobile,Undergrad,Intermediate,Programming,2024-08-09,32,13,23.1,17,5,6,4,55.5,0.86,0,63.2
702783,26,Oceania,Mobile,Undergrad,Beginner,Data,2024-03-22,12,35,20.2,62,7,5,1,72,0.89,1,100
702784,22,Asia,Laptop,HighSchool,Intermediate,Marketing,2024-05-30,22,37,35.6,35,7,6,1,75.9,0.944,1,85.9
702785,18,Asia,Laptop,Undergrad,Intermediate,Programming,2024-09-20,38,11,17.4,0,5,6,5,57.9,0.754,0,76
702786,25,Americas,Tablet,Undergrad,Beginner,Programming,2024-01-22,4,25,49.4,49,6,3,2,89.8,0.976,0,100
702787,30,Asia,Mobile,HighSchool,Intermediate,Programming,2024-07-31,31,8,34.9,0,3,9,1,,0.836,1,88.3
702788,16,Americas,Mobile,Undergrad,Intermediate,Design,2024-08-02,31,8,24.1,6,7,2,3,67.9,0.821,1,83.3
702789,16,Africa,Mobile,Undergrad,Beginner,Programming,2024-03-16,11,29,39.9,14,3,2,1,69.6,0.974,0,63.1
702790,29,Europe,Mobile,WorkingPro,Advanced,Marketing,2024-12-25,52,13,22.8,5,5,4,2,70.9,0.824,0,82.7
702791,16,Americas,Mobile,HighSchool,Advanced,Business,2024-04-23,17,10,22.8,20,1,4,1,88,0.721,1,94.4
702792,26,Asia,Laptop,Undergrad,Beginner,Programming,2024-10-27,43,37,19.7,39,3,1,0,89.8,0.895,1,89.1
702793,22,Americas,Laptop,Undergrad,Beginner,Design,2024-03-24,12,9,15.9,19,4,2,0,56.5,0.852,0,64.8
702794,19,Europe,Mobile,HighSchool,Beginner,Business,2024-10-22,43,16,17.2,30,10,1,2,62,0.751,0,49.1
702795,21,Africa,Mobile,Undergrad,Beginner,Data,2024-06-04,23,22,17.4,31,14,5,2,75.8,1,1,98.1
702796,16,Europe,Mobile,Undergrad,Beginner,Marketing,2024-11-30,48,47,21.2,79,6,6,1,63.4,0.974,1,90.4
702797,26,Americas,Mobile,HighSchool,Beginner,Data,2024-06-08,23,32,5.2,24,9,5,4,61,1,1,75.7
702798,17,Europe,Laptop,Undergrad,Intermediate,Programming,2024-12-11,50,10,21.9,14,6,5,2,85.7,0.777,1,86.4
702799,26,Europe,Mobile,Undergrad,Beginner,Data,2024-05-27,22,9,20,6,9,3,3,58.2,1,1,79
702800,20,Americas,Mobile,Graduate,Beginner,Business,2024-12-03,49,4,12.5,7,9,5,1,87.4,0.819,0,82
702801,22,Asia,Laptop,Undergrad,Beginner,Business,2024-07-11,28,43,9.7,81,8,2,4,56.6,1,1,92.2
702802,23,Asia,Mobile,Graduate,Beginner,Business,2024-12-14,50,25,17.6,30,8,4,3,42.1,0.591,0,53.5
702803,26,Americas,Laptop,Undergrad,Intermediate,Design,2024-07-03,27,30,22.4,50,3,4,0,63.6,0.745,0,84.8
702804,27,Africa,Laptop,HighSchool,Intermediate,Marketing,2024-05-02,18,13,21.4,23,4,5,2,81.1,0.737,0,81.6
702805,21,Americas,Tablet,HighSchool,Beginner,Programming,2024-03-21,12,20,12,22,7,3,0,57.5,0.96,0,56.4
702806,26,Americas,Tablet,Undergrad,Beginner,Design,2024-04-30,18,16,29,14,8,5,0,82.7,0.826,1,81.6
702807,20,Americas,Tablet,Undergrad,Advanced,Data,2024-10-11,41,17,27.5,13,6,6,2,64,0.911,0,76.1
702808,24,Europe,Mobile,Graduate,Intermediate,Marketing,2024-07-29,31,10,54.9,21,9,8,0,41.4,0.564,1,83.5
702809,38,Americas,Mobile,Undergrad,Beginner,Programming,2024-01-04,1,17,6.1,2,4,1,2,,0.866,0,54.9
702810,29,Americas,Tablet,Graduate,Beginner,Data,2024-03-08,10,41,29.3,55,9,4,3,68.7,0.915,1,88.6
702811,26,Europe,Mobile,Undergrad,Advanced,Programming,2024-07-14,28,43,17.5,67,6,4,0,32,0.978,0,48.7
702812,30,Asia,Mobile,Graduate,Intermediate,Programming,2024-03-27,13,6,29.5,8,8,5,2,54.8,,0,73.7
702813,25,Oceania,Laptop,WorkingPro,Beginner,Design,2024-12-04,49,15,3.1,36,6,3,1,40.3,0.854,0,63.8
702814,32,Europe,Laptop,WorkingPro,Beginner,Design,2024-03-25,13,42,11,91,6,2,2,64.7,0.75,1,86.1
702815,20,Asia,Mobile,Graduate,Beginner,Programming,2024-05-01,18,5,12.5,4,9,3,1,59.6,0.65,0,53.1
702816,24,Americas,Mobile,Undergrad,Beginner,Marketing,2024-03-27,13,11,17.9,14,11,5,5,62.8,0.871,1,81.1
702817,20,Americas,Mobile,Undergrad,Intermediate,Business,2024-05-04,18,34,3.7,62,11,2,0,66.6,0.843,0,59.4
702818,18,Americas,Mobile,Undergrad,Beginner,Data,2024-01-14,2,44,19,65,6,0,1,47.3,0.964,0,50.3
702819,22,Americas,Mobile,WorkingPro,Beginner,Programming,2024-03-09,10,14,18,7,3,1,4,73.7,0.777,1,100
702820,20,Asia,Mobile,WorkingPro,Beginner,Data,2024-03-15,11,30,5.5,27,7,5,1,75.4,1,1,88.8
702821,29,Americas,Laptop,WorkingPro,Beginner,Design,2024-03-24,12,17,5.5,22,7,5,2,78.9,0.774,0,61.1
702822,25,Europe,Mobile,Undergrad,Beginner,Programming,2024-08-20,34,8,17.6,0,3,8,2,51.4,0.794,0,62.4
702823,16,Asia,Tablet,Undergrad,Beginner,Business,2024-12-10,50,16,6.8,36,6,2,0,89.2,0.772,0,55
702824,16,Americas,Mobile,Undergrad,Advanced,Data,2024-10-25,43,7,6.8,0,5,7,2,75.7,0.683,0,66.5
702825,23,Americas,Laptop,Graduate,Advanced,Business,2024-03-17,11,20,17,18,6,2,2,75.4,0.9,0,82.2
702826,21,Europe,Mobile,Graduate,Beginner,Design,2024-05-23,21,13,17.7,10,4,4,1,63.2,0.77,0,62.4
702827,32,Asia,Mobile,Graduate,Beginner,Programming,2024-11-07,45,9,5.8,11,4,3,0,59.7,0.684,0,73.1
702828,19,Africa,Mobile,Undergrad,Intermediate,Business,2024-09-05,36,16,25,7,12,7,3,39,0.915,0,72.9
702829,28,Africa,Mobile,Graduate,Beginner,Design,2024-09-05,36,15,22.2,20,4,3,0,53.4,0.823,0,49.2
702830,32,Americas,Tablet,Graduate,Beginner,Design,2024-08-26,35,55,23.6,69,11,3,2,39.4,1,0,76.8
702831,35,Europe,Mobile,Undergrad,Advanced,Business,2024-06-26,26,12,12,12,10,1,2,83.2,0.93,1,88
702832,29,Asia,Mobile,HighSchool,Intermediate,Business,2024-09-12,37,13,28.9,12,6,7,1,65.3,0.754,1,77.5
702833,21,Europe,Laptop,Graduate,Beginner,Business,2024-04-02,14,12,10.2,4,9,4,1,62.8,0.925,1,83.2
702834,40,Africa,Mobile,Undergrad,Advanced,Design,2024-07-31,31,14,20.9,0,7,4,0,62.9,1,0,67.2
702835,27,Americas,Laptop,Graduate,Beginner,Design,2024-09-18,38,28,11.4,24,5,3,3,77.5,0.786,1,90.6
702836,24,Asia,Mobile,Undergrad,Intermediate,Marketing,2024-10-07,41,19,8.6,25,5,3,3,70.1,0.824,1,74.4
702837,39,Americas,Mobile,Undergrad,Intermediate,Programming,2024-09-05,36,27,12.7,43,7,6,1,63,0.796,1,80.1
702838,41,Asia,Mobile,Graduate,Intermediate,Programming,2024-01-05,1,12,3.6,34,9,5,1,68,0.754,0,56
702839,28,Americas,Laptop,Undergrad,Advanced,Programming,2024-02-16,7,19,17.8,16,5,3,2,86.8,0.685,1,81.1
702840,23,Europe,Laptop,Undergrad,Beginner,Programming,2024-10-14,42,18,7.9,32,7,1,3,86.9,0.816,0,61.9
702841,16,Asia,Mobile,Undergrad,Intermediate,Design,2024-01-14,2,30,16.9,25,7,3,0,71.9,0.857,1,80.9
702842,21,Asia,Mobile,Undergrad,Intermediate,Data,2024-02-05,6,20,29.2,9,6,2,1,80.4,0.905,0,86.1
702843,16,Asia,Tablet,Undergrad,Intermediate,Programming,2024-02-22,8,6,24.7,19,5,4,1,67.8,0.575,0,70.6
702844,26,Africa,Mobile,HighSchool,Beginner,Programming,2024-09-16,38,3,6.4,5,3,8,4,42.3,1,0,60.5
702845,30,Africa,Mobile,Graduate,Beginner,Business,2024-07-18,29,26,16.2,38,6,4,1,69.5,0.877,1,90.7
702846,33,Asia,Mobile,Undergrad,Beginner,Business,2024-02-10,6,19,7.3,27,6,2,3,61.5,0.778,0,62
702847,31,Europe,Mobile,WorkingPro,Intermediate,Data,2024-11-08,45,21,9.5,12,4,4,2,63.9,0.742,0,61.6
702848,20,Asia,Laptop,Undergrad,Intermediate,Design,2024-03-19,12,15,10.7,18,5,3,1,45.8,0.722,0,59
702849,16,Africa,Tablet,HighSchool,Beginner,Business,2024-07-19,29,21,6.3,40,5,4,3,72.7,0.907,1,87.6
702850,17,Asia,Laptop,WorkingPro,Intermediate,Marketing,2024-02-07,6,29,19.8,48,7,5,0,88.4,0.826,1,100
702851,20,Oceania,Mobile,Graduate,Intermediate,Programming,2024-01-26,4,16,37.1,21,11,6,0,49.3,0.731,0,59
702852,22,Americas,Tablet,Graduate,Intermediate,Business,2024-10-14,42,29,9.7,20,8,2,0,76.3,,1,64.9
702853,20,Asia,Mobile,Graduate,Beginner,Design,2024-06-10,24,34,10.9,24,7,2,3,81.6,0.772,0,69.1
702854,23,Americas,Laptop,WorkingPro,Beginner,Data,2024-08-16,33,5,22.7,6,6,2,0,67.5,0.741,0,73.2
702855,17,Asia,Mobile,Graduate,Beginner,Marketing,2024-03-19,12,64,29,62,7,7,2,75.3,0.78,1,91.2
702856,35,Europe,Mobile,Undergrad,Beginner,Design,2024-11-18,47,6,7.5,7,5,6,2,43.7,0.967,0,70
702857,26,Asia,Laptop,Undergrad,Beginner,Marketing,2024-01-02,1,11,3.6,11,9,7,2,75.9,0.83,0,74.5
702858,22,Africa,Laptop,Undergrad,Beginner,Data,2024-03-21,12,12,10.8,11,5,2,5,100,0.879,1,83.4
702859,28,Asia,Mobile,WorkingPro,Advanced,Data,2024-05-02,18,34,11,40,10,4,0,74.7,0.981,1,85.6
702860,22,Americas,Laptop,HighSchool,Beginner,Business,2024-04-05,14,20,12.4,24,10,2,1,77.4,0.739,0,78.1
702861,24,Asia,Mobile,Graduate,Advanced,Business,2024-11-27,48,15,15.3,11,10,2,0,69.3,0.867,0,64.7
702862,29,Asia,Mobile,WorkingPro,Intermediate,Data,2024-11-02,44,22,10.2,5,4,5,0,62.7,1,0,72.8
702863,26,Asia,Mobile,WorkingPro,Intermediate,Data,2024-06-21,25,9,43.9,8,5,4,1,54.8,0.874,0,77.2
702864,17,Asia,Laptop,HighSchool,Advanced,Marketing,2024-03-06,10,31,10.1,36,6,3,3,54.8,1,0,88.5
702865,22,Europe,Mobile,Undergrad,Intermediate,Programming,2024-03-12,11,29,33.9,41,5,6,2,76.2,0.813,1,75.2
702866,19,Asia,Mobile,HighSchool,Beginner,Marketing,2024-11-03,44,10,19.9,13,5,2,0,53,0.652,0,59.2
702867,22,Europe,Laptop,Undergrad,Beginner,Business,2024-03-12,11,10,24.8,15,10,4,3,65.7,0.849,0,74.8
702868,32,Asia,Mobile,Undergrad,Intermediate,Data,2024-12-23,52,15,17.8,3,5,10,3,70.3,0.786,0,73.6
702869,33,Africa,Mobile,WorkingPro,Beginner,Business,2024-01-11,2,23,14.8,19,3,3,0,60.7,0.7,0,60.1
702870,19,Americas,Mobile,Undergrad,Intermediate,Data,2024-04-30,18,41,21.4,30,9,4,0,59.5,0.97,0,67
702871,31,Asia,Mobile,Graduate,Beginner,Data,2024-05-08,19,28,12.4,58,15,2,3,65,1,1,98
702872,39,Asia,Mobile,Undergrad,Advanced,Business,2024-09-06,36,24,10.9,32,2,3,1,,0.858,1,76.9
702873,21,Asia,Laptop,HighSchool,Beginner,Data,2024-03-20,12,12,8.4,14,12,3,1,48.6,1,1,60.3
702874,16,Europe,Mobile,WorkingPro,Intermediate,Programming,2024-06-18,25,60,6.5,63,12,3,2,69.8,1,1,90.2
702875,25,Americas,Laptop,Graduate,Beginner,Programming,2024-11-16,46,28,17.4,13,6,1,3,60.4,0.821,1,78.7
702876,23,Europe,Laptop,Undergrad,Beginner,Programming,2024-12-15,50,18,7.3,20,11,4,0,89,0.688,0,67.3
702877,16,Asia,Mobile,Undergrad,Advanced,Data,2024-11-09,45,31,11.8,27,7,2,1,72.5,0.79,0,67.2
702878,23,Asia,Laptop,Graduate,Beginner,Design,2024-06-12,24,20,8.9,10,7,2,3,62,0.642,0,62.3
702879,34,Asia,Mobile,Undergrad,Beginner,Marketing,2024-03-03,9,14,13.9,15,4,2,3,58.5,,1,73.5
702880,24,Americas,Mobile,HighSchool,Beginner,Business,2024-10-27,43,6,23,8,7,4,7,84.7,0.788,1,80.8
702881,43,Europe,Mobile,Undergrad,Intermediate,Data,2024-11-09,45,13,5.1,45,6,6,1,61,0.746,0,61.4
702882,17,Africa,Mobile,Undergrad,Intermediate,Data,2024-01-14,2,12,7.3,9,3,3,2,55.6,0.856,0,65.6
702883,25,Europe,Mobile,WorkingPro,Beginner,Data,2024-12-14,50,16,11.5,38,12,2,0,75.2,0.87,0,70.3
702884,19,Europe,Laptop,WorkingPro,Intermediate,Data,2024-04-03,14,13,17.4,24,8,0,1,58.5,0.809,0,45.3
702885,33,Europe,Laptop,HighSchool,Advanced,Data,2024-06-04,23,10,37,10,5,1,3,71.5,0.849,0,71.7
702886,16,Asia,Mobile,Undergrad,Intermediate,Marketing,2024-07-25,30,11,8.7,16,4,6,3,79.7,0.698,0,88.1
702887,21,Americas,Mobile,Graduate,Intermediate,Programming,2024-05-16,20,34,8.2,73,9,5,1,44.2,0.863,0,74
702888,16,Asia,Mobile,Graduate,Advanced,Programming,2024-07-11,28,4,21,0,7,3,2,53.1,0.568,0,69.7
702889,16,Americas,Mobile,WorkingPro,Intermediate,Data,2024-11-14,46,18,21.2,35,8,5,2,86.2,0.918,1,90.8
702890,37,Asia,Laptop,Graduate,Beginner,Programming,2024-07-06,27,12,16.1,26,8,3,0,76.2,0.888,0,66.6
702891,28,Asia,Laptop,WorkingPro,Intermediate,Marketing,2024-11-04,45,25,16.4,32,10,6,1,74.3,0.89,0,81.3
702892,26,Asia,Mobile,WorkingPro,Advanced,Marketing,2024-10-26,43,3,11.8,0,9,1,3,82.2,0.898,1,89.4
702893,24,Africa,Laptop,WorkingPro,Advanced,Marketing,2024-01-16,3,9,32.8,18,3,3,1,63.2,0.815,0,78.1
702894,23,Americas,Laptop,Undergrad,Beginner,Data,2024-11-27,48,19,16.2,35,3,4,3,61.9,0.86,0,69.1
702895,23,Europe,Laptop,Undergrad,Beginner,Business,2024-02-17,7,17,3.3,25,8,6,0,47.3,0.904,1,66.9
702896,22,Asia,Laptop,Graduate,Beginner,Data,2024-05-24,21,8,21.4,18,4,2,4,74,0.924,0,72.8
702897,27,Asia,Laptop,Undergrad,Beginner,Programming,2024-02-08,6,5,,0,8,5,1,66.6,0.643,0,80.7
702898,31,Asia,Mobile,Undergrad,Beginner,Design,2024-02-02,5,7,14.1,18,6,5,0,77.9,0.694,0,75.8
702899,17,Asia,Tablet,Undergrad,Intermediate,Programming,2024-08-22,34,16,18.3,16,11,7,0,82.9,0.913,1,93.6
702900,35,Asia,Mobile,Undergrad,Intermediate,Marketing,2024-10-05,40,21,25.8,22,7,4,1,77.3,0.896,1,95.9
